author,affiliation,city,country,count
Michael D. Morse,"University of Michigan, Ann Arbor, MI",Ann Arbor,United States,2
Michael Flaster,"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com",Edinburgh,United Kingdom,4
Michael Gertz,"University of Heidelberg, Heidelberg, Germany",Heidelberg,Germany,2
Michael Gillmann,"DFKI, Stuhlsatzenhausweg 3, 66123 Saarbrücken, Germany",Saarbrücken,Germany,3
Michael Greenwald,"Computer & Information Science Department, University of Pennsylvania, 200 South 33rd Street, Philadelphia, PA",Philadelphia,United States,2
Michael Hay,"Cornell University, Ithaca, NY, USA",Ithaca,United States,5
Michael Hay,"Cornell University, Ithaca, USA",Ithaca,United States,4
Michael Isard,"Microsoft Research, Mountain View, CA, USA",Mountain View,United States,2
Michael J. Cafarella,"University of Michigan, Ann Arbor, MI, USA",Ann Arbor,United States,2
Michael J. Carey,"BEA Systems, Inc., San Jose, CA",San Jose,United States,6
Michael J. Carey,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,8
Michael J. Carey,"University of California at Irvine, Irvine, CA, USA",Irvine,United States,10
Michael J. Carey,"University of California, Irvine, Irvine, CA, USA",Irvine,United States,19
Michael J. Franklin,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,11
Michael J. Franklin,"Truviso, Inc., Foster City, CA, USA",Foster City,United States,7
Michael J. Franklin,"U. C. Berkeley, Berkeley, CA",Berkeley,United States,2
Michael J. Franklin,UC Berkeley,Berkeley,United States,7
Michael J. Franklin,"UC Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Michael J. Franklin,"University of California at Berkeley and Truviso, Berkeley, CA, USA",Berkeley,United States,5
Michael J. Franklin,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Michael J. Franklin,"University of California, Berkeley",Berkeley,United States,7
Michael J. Franklin,"University of California, Berkeley, Berkeley, USA",Berkeley,United States,5
Michael J. Franklin,"University of California, Berkeley, CA",Berkeley,United States,10
Michael J. Pazzani,"Department of Information and Computer Science, University of California, Irvine, California",Irvine,United States,4
Michael J. Zwilling,Microsoft,Grays,United Kingdom,2
Michael Jones,"Mitsubishi Electric Research Laboratory, Cambridge, MA",Cambridge,United States,4
Michael L. Wick,"University of Massachusetts, Amherst, Amherst, USA",Amherst,United States,5
Michael Mathioudakis,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,2
Michael Moricz,"MySpace, Inc., Seattle, WA, USA",Seattle,United States,3
Michael Morse,"The MITRE Corporation, McLean, VA, USA",McLean,United States,7
Michael Peter Haustein,"Fraunhofer Institute for Experimental Software Engineering, Kaiserslautern, Germany",Kaiserslautern,Germany,3
Michael Rabinovich,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,4
Michael Rys,Microsoft,Grays,United Kingdom,3
Michael Rys,"Microsoft Corp., Redmond, WA, USA",Redmond,United States,5
Michael Rys,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,1
Michael S. Bernstein,"MIT CSAIL, Cambridge, MA, USA",Cambridge,United States,6
Michael Seibold,"Technische Universität München, Garching, Germany",Garching,Germany,4
Michael Stonebraker,"Cohera Corporation, 3953 Point Eden Way, Hayward, CA",Hayward,United States,2
Michael Stonebraker,"Laboratory for Information and Decision Systems (LIDS), Massachusetts Institute of Technology, Cambridge, MA",Cambridge,United States,1
Michael Stonebraker,M.I.T.,Cambridge,United States,20
Michael Stonebraker,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,4
Michael Stonebraker,"MIT, Cambridge, MA",Cambridge,United States,5
Michael Stonebraker,Massachusetts Institute of Technology,Cambridge,United States,3
Michael Stonebraker,"Massachusetts Institute of Technology, Cambridge, MA, USA",Cambridge,United States,11
Michael W. Hicks,"University of Maryland, College Park, MD, USA",College Park,United States,3
Michael Watzke,"Univ. of Wisconsin, Madison",Madison,United States,4
Michael Welge,University of Illinois at Urbana-Champaign,Champaign,United States,6
Michaela Götz,"Cornell University, Ithaca, NY, USA",Ithaca,United States,3
Michail Vlachos,"Department of Computer Science and Engineering, University of California at Riverside, Riverside, CA",Riverside,United States,4
Michalis Petropoulos,SUNY Buffalo,Buffalo,United States,3
Michalis Petropoulos,"SUNY Buffalo, Buffalo, NY",Buffalo,United States,3
Michalis Petropoulos,"SUNY Buffalo, Buffalo, NY, USA",Buffalo,United States,4
Michalis Petropoulos,"SUNY at Buffalo, Buffalo, NY, USA",Buffalo,United States,2
Michalis Petropoulos,"University of California, San Diego",San Diego,United States,3
Michalis Potamias,"Boston University, Boston, MA, USA",Boston,United States,5
Michel Goraczko,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,10
Miguel Ferreira,MIT,Cambridge,United States,3
Mihai Patrascu,"MIT, Cambridge, MA, USA",Cambridge,United States,5
Mike Cammarano,"Stanford University, Stanford, CA, USA",Stanford,United States,6
Mikhail Berlyant,"MySpace, Inc., Beverly Hills, CA, USA",Beverly Hills,United States,3
Mikhail J. Atallah,"Purdue University West Lafayette, IN",West Lafayette,United States,3
Milind Joshi,"Microsoft Corp., One Microsoft Way, Redmond, WA",Redmond,United States,2
Milind Joshi,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,4
Min Wang,IBM T.J. Watson Research Center,Ossining,United States,6
Min Wang,"IBM T.J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,5
Ming C. Lin,University of North Carolina at Chapel Hill,Chapel Hill,United States,5
Ming Hua,"Simon Fraser University, Burnaby, BC, Canada",Burnaby,Canada,10
Ming Ji,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",Champaign,United States,7
Ming Li,"Worcester Polytechnic Institute, Worcester, MA, USA",Worcester,United States,6
Ming-Chien Shan,"Hewlett-Packard Laboratories, 1501 Page Mill Road, 1U-4 Palo Alto, CA",Palo Alto,United States,2
Minghua Zhang,"The University of Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,4
Mingsheng Hong,"Cornell University, Ithaca, NY",Ithaca,United States,15
Mingxi Wu,"University of Florida, Gainesville, FL, USA",Gainesville,United States,13
Mingyan Gao,"University of California Irvine, Irvine, CA, USA",Irvine,United States,4
Mingyang Zhang,"George Washington University, Washington, DC, USA",Washington,United States,3
Mingzhu Wei,"Worcester Polytechnic Institute, Worcester, MA, USA",Worcester,United States,6
Minos N. Garofalakis,Bell Laboratories,Holmdel,United States,13
Minos N. Garofalakis,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",New Providence,United States,3
Minos N. Garofalakis,"Bell Labs, Lucent",New Providence,United States,7
Minos N. Garofalakis,"Bell Labs, Lucent Technologies Murray Hill, NJ",New Providence,United States,2
Minos N. Garofalakis,Intel Research Berkeley,Berkeley,United States,9
Minos N. Garofalakis,"Lucent Bell Laboratories, Murray Hill, NJ",New Providence,United States,5
Minos N. Garofalakis,"Yahoo! Research and UC Berkeley, Santa Clara, CA",Santa Clara,United States,4
Minos N. Garofalakis,"Yahoo! Research, Berkeley, CA",Berkeley,United States,4
Minos N. Garofalakis,"Yahoo! Research, Santa Clara, CA",Santa Clara,United States,2
Mirco Stern,"Karlsruhe Institute of Technology, Karlsruhe, Germany",Karlsruhe,Germany,3
Mirek Riedewald,Cornell University,Ithaca,United States,6
Mirek Riedewald,"Cornell University, Ithaca, NY",Ithaca,United States,15
Mirek Riedewald,"Cornell University, Ithaca, New York",Ithaca,United States,6
Mirek Riedewald,"Northeastern University, Boston, MA, USA",Boston,United States,2
Mirek Riedewald,"University of California, Santa Barbara, CA",Santa Barbara,United States,3
Mirella Moura Moro,"University of California, Riverside, Riverside, CA",Riverside,United States,3
Mitch Cherniack,Brandeis University,Waltham,United States,18
Mo Liu,"Worcester Polytechnic Institute, Worcester, MA, USA",Worcester,United States,13
Mohamed A. Sharaf,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,4
Mohamed A. Soliman,"Greenplum, San Mateo, CA, USA",San Mateo,United States,4
Mohamed A. Soliman,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,3
Mohamed Dekhil,"HP, Palo Alto, USA",Palo Alto,United States,8
Mohamed E. Khalefa,"University of Minnesota, Minneapolis, MN, USA",Minneapolis,United States,4
Mohamed F. Mokbel,"Purdue University, Lafayette, IN",Lafayette,United States,6
Mohamed F. Mokbel,"Purdue University, West Lafayette, IN",West Lafayette,United States,3
Mohamed F. Mokbel,"University of Minnesota, Minneapolis, MN, USA",Minneapolis,United States,11
Mohamed Nabeel,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,4
Mohamed Yakout,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,4
Mohamed Zaït,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,7
Mohammad Sadoghi,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,7
Mohammed J. Zaki,"Rensselaer Polytechnic Institute, Troy, NY",Troy,United States,2
Mohammed Javeed Zaki,"Rensselaer Polytechnic Institute, Troy, New York",Troy,United States,2
Mohit Thatte,"Cornell University, Ithaca, NY",Ithaca,United States,9
Mokhtar Kandil,"IBM Toronto Lab, Toronto, Canada",Toronto,Canada,5
Mokhtar Kandil,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,7
Molham Aref,"LogicBlox, Atlanta, GA, USA",Atlanta,United States,6
Mona Ahuja,"Yahoo!, Bellevue, WA, USA",Bellevue,United States,11
Monica Marcus,"University of California, San Diego",San Diego,United States,5
Monica Scannapieco,"U. di Roma ""La Sapienza""",Rome,Italy,5
Monica Scannapieco,"University of Roma, Roma, Italy",Rome,Italy,4
Mostafa Elhemali,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,4
Mourad Ouzzani,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,13
Mujde Pamuk,"MIT, Cambridge, MA",Cambridge,United States,5
Mukesh K. Mohania,"IBM India Research Lab, New Delhi, India",New Delhi,India,10
Mukesh Mulchandani,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,14
Muralidhar Krishnaprasad,"Arizona State University at Polytechnic Campus, I3DEA, 878609, 7001 E. Williams Field Rd. Bldg. 140, 85212, Mesa, AZ, USA",Mesa,United States,6
Muralidhar Krishnaprasad,Oracle Corporation,Mesa,United States,11
Muralidhar Krishnaprasad,"Oracle, RedWood Shores, CA",Redwood City,United States,5
Mustafa Uysal,"Hewlett Packard Laboratories, Palo Alto, CA",Palo Alto,United States,4
Muthiah Chettiar,"Cornell University, Ithaca, New York",Ithaca,United States,7
MyungWon Ham,"UCLA, Los Angeles, CA, USA",Los Angeles,United States,4
Myungcheol Doo,"Georgia Institute of Technology, Atlanta, GA, USA",Atlanta,United States,5
Nabil Hachem,"AvantGarde Consulting, LLC, Shrewsbury, MA, USA",Shrewsbury,United States,3
Nadathur Satish,"Intel Corporation, Santa Clara, CA, USA",Santa Clara,United States,16
Naga K. Govindaraju,"Department of Biostatistics, University of North Carolina, Chapel Hill, NC 27599, United States",Chapel Hill,United States,7
Naga K. Govindaraju,"Microsoft Corporation, USA, Seattle, USA",Seattle,United States,7
Naga K. Govindaraju,UNC Chapel Hill,Chapel Hill,United States,4
Naga K. Govindaraju,University of North Carolina at Chapel Hill,Chapel Hill,United States,8
NagaPramod Mandagere,"IBM Almaden Research, San Jose, CA, USA",San Jose,United States,4
Nagender Bandi,"Univerisity of California, Santa Barbara, CA",Santa Barbara,United States,4
Nalini Venkatasubramanian,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Namit Jain,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,8
Nan Li,"University of California, Santa Barbara, SANTA BARBARA, CA, USA",Santa Barbara,United States,6
Nan Tang,"University of Edinburgh, Edinburgh, United Kingdom",Edinburgh,United Kingdom,5
Nan Zhang 0004,"George Washington University, Washington , DC, USA",Washington,United States,7
Nan Zhang 0004,"George Washington University, Washington D.C., DC, USA",Washington,United States,4
Nan Zhang 0004,"George Washington University, Washington, D.C, USA",Washington,United States,5
Nan Zhang 0004,"George Washington University, Washington, D.C., DC, USA",Washington,United States,4
Nan Zhang 0004,"George Washington University, Washington, DC, USA",Washington,United States,3
Nathan Bales,"UC San Diego, La Jolla, CA, USA",San Diego,United States,3
Nathan Burkhart,"University of California, Berkeley",Berkeley,United States,7
Nathan E. Egge,"George Mason University, Fairfax, VT, USA",Fairfax,United States,5
Nathan E. TeGrotenhuis,"Whitworth University, Spokane, WA, USA",Spokane,United States,14
Nathan Folkert,"University of Calgary, Department of Computer Science, 513, 2500 University Drive N.W., 5600 MB, Calgary, Alberta, Canada",Calgary,Canada,15
Nathan Sakunkoo,"Stanford University, Stanford, CA, USA",Stanford,United States,6
Naveen Ashish,"NASA Ames Research Center, Moffett Field, CA",Mountain View,United States,3
Naveen Ashish,Nasa Ames,Mountain View,United States,8
Naveen Nannapaneni,"Department of Electrical Engineering, University of California Los Angeles, Los Angeles, CA",Los Angeles,United States,8
Navendu Jain,"University of Texas at Austin, Austin, TX",Austin,United States,7
Nedyalko Borisov,"Duke University, Durham, NC, USA",Durham,United States,7
Neeta Pandit,"Yahoo!, Bellevue, WA, USA",Bellevue,United States,11
Neil Conway,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Neil Immerman,"University of Massachusetts Amherst, Amherst, MA, USA",Amherst,United States,4
Neil Thombre,"Truviso, Inc., Foster City, CA, USA",Foster City,United States,7
Nello Cristianini,"University of Bristol, Bristol, United Kingdom",Bristol,United Kingdom,7
Neoklis Polyzotis,UC Santa Cruz,Santa Cruz,United States,4
Neoklis Polyzotis,"UC Santa Cruz, Santa Cruz, USA",Santa Cruz,United States,3
Neoklis Polyzotis,Univ. of California Santa Cruz,Santa Cruz,United States,2
Neoklis Polyzotis,Univ. of Wisconsin-Madison,Madison,United States,2
Neoklis Polyzotis,University of California Santa Cruz,Santa Cruz,United States,3
Neoklis Polyzotis,"University of California Santa Cruz, Santa Cruz, CA, USA",Santa Cruz,United States,2
Neoklis Polyzotis,"University of California at Santa Cruz, Santa Cruz, USA",Santa Cruz,United States,5
Nesime Tatbul,Brown University,Providence,United States,16
Nesime Tatbul,"Brown University, Providence, RI",Providence,United States,13
Nicholas E. Taylor,University of Pennsylvania,Philadelphia,United States,2
Nicholas E. Taylor,"University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,6
Nicholas Gerner,"Cornell University, Ithaca, New York",Ithaca,United States,6
Nick Koudas,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,20
Nick Koudas,Univ. of Torontó,Toronto,Canada,4
Nick Koudas,University of Toronto,Toronto,Canada,12
Nick Koudas,"University of Toronto and Sysomos, Inc, Toronto, ON, Canada",Toronto,Canada,5
Nick Koudas,"University of Toronto, Toronto, Canada",Toronto,Canada,5
Nick Koudas,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,23
Nick Lanham,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Nick Roussopoulos,University of Maryland,College Park,United States,3
Nick Roussopoulos,"University of Maryland, College Park",College Park,United States,6
Nicola Leone,"Università della Calabria, Rende, Italy",Rende,Italy,16
Nicola Onose,"CALIT 2, University of California, San Diego, CA",La Jolla,United States,4
Nicola Onose,"IBM T. J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,3
Nicola Onose,"University of California San Diego, San Diego, CA",La Jolla,United States,5
Nicola Onose,"University of California, San Diego",San Diego,United States,4
Nicolas Bruno,Columbia University,New York,United States,8
Nicolas Bruno,Microsoft Research,Mountain View,United States,4
Nicolas Bruno,"Microsoft Research, Redmond, WA",Redmond,United States,2
Nicolas Bruno,"Microsoft Research, Redmond, WA, USA",Redmond,United States,5
Nicolas Bruno,"Microsoft, Redmond, WA, USA",Redmond,United States,2
